 1.91004170000000E+03   8.17097000000000E+01
 1.91012500000000E+03   7.74567000000000E+01
 1.91020830000000E+03   7.07832000000000E+01
 1.91029170000000E+03   5.84151000000000E+01
 1.91037500000000E+03   5.55422000000000E+01
 1.91045830000000E+03   5.47906000000000E+01
 1.91054170000000E+03   4.72091000000000E+01
 1.91062500000000E+03   3.62944000000000E+01
 1.91070830000000E+03   1.84568000000000E+01
 1.91079170000000E+03   1.06190000000000E+01
 1.91087500000000E+03   1.50892000000000E+01
 1.91095830000000E+03   1.34057000000000E+01
 1.91104170000000E+03   9.52700000000000E-01
 1.91112500000000E+03  -1.22692000000000E+01
 1.91120830000000E+03  -2.39525000000000E+01
 1.91129170000000E+03  -3.87129000000000E+01
 1.91137500000000E+03  -5.11654000000000E+01
 1.91145830000000E+03  -6.66947000000000E+01
 1.91154170000000E+03  -7.99164000000000E+01
 1.91162500000000E+03  -8.08302000000000E+01
 1.91170830000000E+03  -7.63593000000000E+01
 1.91179170000000E+03  -6.49654000000000E+01
 1.91187500000000E+03  -5.51097000000000E+01
 1.91195830000000E+03  -4.98694000000000E+01
 1.91204170000000E+03  -4.53984000000000E+01
 1.91212500000000E+03  -3.70809000000000E+01
 1.91220830000000E+03  -3.26096000000000E+01
 1.91229170000000E+03  -2.89076000000000E+01
 1.91237500000000E+03  -1.67438000000000E+01
 1.91245830000000E+03   3.54000000000000E-02
 1.91254170000000E+03   1.68145000000000E+01
 1.91262500000000E+03   2.59016000000000E+01
 1.91270830000000E+03   2.34503000000000E+01
 1.91279170000000E+03   2.48450000000000E+01
 1.91287500000000E+03   2.62400000000000E+01
 1.91295830000000E+03   2.30197000000000E+01
 1.91304170000000E+03   1.51839000000000E+01
 1.91312500000000E+03   9.65600000000000E+00
 1.91320830000000E+03   9.51280000000000E+00
 1.91329170000000E+03   1.39849000000000E+01
 1.91337500000000E+03   1.69187000000000E+01
 1.91345830000000E+03   1.67757000000000E+01
 1.91354170000000E+03   1.97096000000000E+01
 1.91362500000000E+03   1.34129000000000E+01
 1.91370830000000E+03   1.48086000000000E+01
 1.91379170000000E+03   2.62042000000000E+01
 1.91387500000000E+03   3.37538000000000E+01
 1.91395830000000E+03   4.28421000000000E+01
 1.91404170000000E+03   5.73148000000000E+01
 1.91412500000000E+03   6.40954000000000E+01
 1.91420830000000E+03   5.93377000000000E+01
 1.91429170000000E+03   5.07337000000000E+01
 1.91437500000000E+03   4.44377000000000E+01
 1.91445830000000E+03   4.19879000000000E+01
 1.91454170000000E+03   4.87687000000000E+01
 1.91462500000000E+03   5.47806000000000E+01
 1.91470830000000E+03   7.00233000000000E+01
 1.91479170000000E+03   8.52659000000000E+01
 1.91487500000000E+03   9.74318000000000E+01
 1.91495830000000E+03   1.08059300000000E+02
 1.91504170000000E+03   1.10994400000000E+02
 1.91512500000000E+03   1.03929800000000E+02
 1.91520830000000E+03   9.99421000000000E+01
 1.91529170000000E+03   1.05185200000000E+02
 1.91537500000000E+03   1.10428400000000E+02
 1.91545830000000E+03   1.17210200000000E+02
 1.91554170000000E+03   1.27068800000000E+02
 1.91562500000000E+03   1.24620000000000E+02
 1.91570830000000E+03   1.24479000000000E+02
 1.91579170000000E+03   1.22799300000000E+02
 1.91587500000000E+03   1.19581500000000E+02
 1.91595830000000E+03   1.16363700000000E+02
 1.91604170000000E+03   1.04684300000000E+02
 1.91612500000000E+03   8.83897000000000E+01
 1.91620830000000E+03   7.59414000000000E+01
 1.91629170000000E+03   6.73391000000000E+01
 1.91637500000000E+03   5.87371000000000E+01
 1.91645830000000E+03   5.39813000000000E+01
 1.91654170000000E+03   5.46100000000000E+01
 1.91662500000000E+03   5.44697000000000E+01
 1.91670830000000E+03   5.66372000000000E+01
 1.91679170000000E+03   5.64969000000000E+01
 1.91687500000000E+03   5.94337000000000E+01
 1.91695830000000E+03   6.00630000000000E+01
 1.91704170000000E+03   5.60767000000000E+01
 1.91712500000000E+03   5.43984000000000E+01
 1.91720830000000E+03   5.11817000000000E+01
 1.91729170000000E+03   4.71957000000000E+01
 1.91737500000000E+03   4.24406000000000E+01
 1.91745830000000E+03   3.92241000000000E+01
 1.91754170000000E+03   3.36999000000000E+01
 1.91762500000000E+03   1.58681000000000E+01
 1.91770830000000E+03  -1.96350000000000E+00
 1.91779170000000E+03  -1.67184000000000E+01
 1.91787500000000E+03  -3.07037000000000E+01
 1.91795830000000E+03  -4.93044000000000E+01
 1.91804170000000E+03  -6.86744000000000E+01
 1.91812500000000E+03  -8.49673000000000E+01
 1.91820830000000E+03  -9.43370000000000E+01
 1.91829170000000E+03  -9.67837000000000E+01
