time,observed,model,forcing,residual
1919.125,0.9368053554190781,-0.2947643090387065,0.05865965155755635,-1.2315696644577845
1919.2083,0.7191718468630206,-0.17907635638387848,0.058572107572742456,-0.898248203246899
1919.2917,0.2855255318013338,-0.005814100993300209,0.058484694239050304,-0.291339632794634
1919.375,0.36100233094285283,0.15258421096935976,0.05839741136149545,-0.20841811997349308
1919.4583,0.4448504085013676,0.21878422563929872,0.05831025874538443,-0.22606618286206887
1919.5417,0.4375699330296168,-0.6533781919465822,0.17115546480743554,-1.090948124976199
1919.625,-0.5218884994362966,-0.7904017333876999,0.17090003145565003,-0.26851323395140336
1919.7083,-0.8547468772471639,-0.9189013181466292,0.17064497931399575,-0.06415444089946531
1919.7917,-1.133397704042657,-0.9963131266300943,0.17039030781355266,0.13708457741256275
1919.875,-1.3665138497517644,-1.0329967649148462,0.1701360163862497,0.3335170848369182
1919.9583,-1.4673666150846008,-1.0598002991488034,0.16988210446486365,0.4075663159357974
1920.0417,-1.487996038227359,-1.0799152860864947,0.16962857148301783,0.40808075214086426
1920.125,-1.5086226427578555,-1.058636750528871,0.16937541687518076,0.44998589222898455
1920.2083,-1.1931804701115054,-0.9629587820740668,0.16912264007666503,0.2302216880374386
1920.2917,-0.9037540886398592,-0.809642431012445,0.1688702405236259,0.09411165762741414
1920.375,-0.43436495148863613,-0.6709768373512026,0.1686182176530602,-0.23661188586256648
1920.4583,-0.012672371028457422,-0.6241644686579805,0.16836657090280494,-0.6114920976295231
1920.5417,0.11198075624145369,1.410607365314977,0.14349779955122552,1.2986266090735235
1920.625,0.3016874545094326,1.2701345665346833,0.14328364265033747,0.9684471120252507
1920.7083,0.47838625719005967,1.1361081247786655,0.1430698053583796,0.6577218675886058
1920.7917,0.3255244584059083,1.0512509728300747,0.1428562871983658,0.7257265144241665
1920.875,0.291918144410676,1.0054035400543346,0.1426430876940218,0.7134853956436586
1920.9583,0.4968143441564967,0.9678786473208995,0.14243020636978412,0.47106430316440273
1921.0417,0.3309531056217783,0.9356442098191744,0.14221764275079907,0.6046911041973961
1921.125,0.2843473518759788,0.9435951479977587,0.14200539636292156,0.6592477961217799
1921.2083,0.48925200745858444,1.024883832647038,0.14179346673271417,0.5356318251884535
1921.2917,0.8047336406765971,1.1628897790430315,0.14158185338744603,0.35815613836643434
1921.375,0.7906574910420932,1.2854802355338704,0.14137055585509176,0.4948227444917772
1921.4583,0.7635790830447605,1.3155675196206107,0.1411595736643304,0.5519884365758502
1921.5417,0.23999085071494797,-0.5944376424005565,0.11396356334205308,-0.8344284931155045
1921.625,-0.0646081205609703,-0.7217177610476134,0.11379348349681628,-0.6571096404866431
1921.7083,-0.26946767834739005,-0.8400833078875913,0.11362365747967074,-0.5706156295402013
1921.7917,-0.561053116811433,-0.9067873764031591,0.113454084911802,-0.3457342595917261
1921.875,-0.5425855692733333,-0.9319859238584651,0.11328476541496102,-0.3894003545851318
1921.9583,-0.5046019504358134,-0.9463856855425719,0.11311569861146319,-0.4417837351067585
1922.0417,-0.9696306944183185,-0.953052714124681,0.11294688412418757,0.01657798029363755
1922.125,-1.0443859288208641,-0.9171614346165271,0.11277832157657607,0.127224494204337
1922.2083,-0.8806386494823568,-0.8056360599155442,0.11261001059263255,0.0750025895668126
1922.2917,-0.8101226079212797,-0.6351870087954178,0.11244195079692201,0.17493559912586187
1922.375,-0.8566832638708933,-0.47808335500751864,0.11227414181456977,0.3785999088633747
1922.4583,-0.9379297623119376,-0.4115392950841121,0.1121065832712606,0.5263904672278255
1922.5417,-0.8869156989889728,-0.40291319871973075,0.1268298071018593,0.4840025002692421
1922.625,-1.104749329015605,-0.5537797652447898,0.12664052560406552,0.5509695637708152
1922.7083,-1.3507690816583846,-0.6951744653319374,0.1264515265910143,0.6555946163264472
1922.7917,-1.4189935914507688,-0.7844821348608111,0.12626280964112388,0.6345114565899577
1922.875,-1.0947798974462737,-0.8320412494029463,0.12607437433344162,0.26273864804332736
1922.9583,-1.1348126473979876,-0.8687023238273162,0.12588622024764318,0.26611032357067144
1923.0417,-1.161834683150088,-0.8976773812480704,0.12569834696403143,0.2641573019020177
1923.125,-0.92433559537417,-0.8843303420981727,0.1255107540635357,0.04000525327599724
1923.2083,-0.6608178978112862,-0.7957283635441763,0.12532344112771068,-0.13491046573289012
1923.2917,-0.455837139697617,-0.6487222508753823,0.12513640773873555,-0.19288511117776524
1923.375,-0.12509835830748386,-0.5157519824615622,0.12494965347941309,-0.39065362415407834
1923.4583,0.05821009012662962,-0.4741542889086048,0.12476317793316866,-0.5323643790352344
1923.5417,0.13744691802514275,0.2474585297843264,0.0817473875843697,0.11001161175918364
1923.625,0.3207581850715178,0.10738663694809691,0.08162538733603478,-0.2133715481234209
1923.7083,0.27858610841323833,-0.02493557001236585,0.08150356916153774,-0.3035216784256042
1923.7917,0.3383181394613775,-0.10698880604699383,0.08138193278915058,-0.44530694550837135
1923.875,0.13354032143054473,-0.14920030054717565,0.08126047794755084,-0.2827406219777204
1923.9583,-0.05388893813004952,-0.18247547139748874,0.08113920436582098,-0.1285865332674392
1924.0417,-0.13507906432586161,-0.21006782150940434,0.08101811177344778,-0.07498875718354273
1924.125,-0.10134873139111823,-0.19735575076585635,0.08089719990032174,-0.09600701937473811
1924.2083,0.04295857917903236,-0.11140236309896281,0.08077646847673646,-0.15436094227799518
1924.2917,0.35421793122914624,0.030959791186293162,0.08065591723338805,-0.3232581400428531
1924.375,0.511538774611172,0.15735363573312977,0.08053554590137456,-0.35418513887804226
